book,lang,source_order,page_n,facs,line_id,source_div_n,source_xml_id,printed_primary,printed_alternate,heading_label,source_heading_text,generated_n,generated_label,generated_source_label,visible_chapter_title,paired_generated_n,issue_codes,image_url,canonical_n,display_label,source_label_policy,decision_note
3,la,1439,481,page_images/page-0513.png,spr-lb-3-0513-14,,,CXLII,CLII,De Hemionitide.,Cap. CXLII. (CLII.) [De Hemionitide.] Hemioni-,3.142,De Hemionitide,Cap. CXLII. (CLII.) [De Hemionitide.],,3.142,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0513.jp2/full/1200,/0/default.jpg",,,,
3,grc,524,482,page_images/page-0514.png,spr-lb-3-0514-01,143,spr-ch-3.145,ρμγ,,,Κεφ. ρμγ΄.,3.143,Περὶ Ἀνθυλλίδος,Κεφ. ρμγ΄. (ρνγ΄.) [Περὶ Ἀνθυλλίδος.],Κεφ. ρμγ΄.,3.143,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0514.jp2/full/1200,/0/default.jpg",,,,
3,grc,525,482,page_images/page-0514.png,,144,spr-ch-3.146,ρμδ,,,Κεφ. ρμδ΄.,3.144,Περὶ Ἀνθεμίδος,Κεφ. ρμδ΄. (ρνδ΄.) [Περὶ Ἀνθεμίδος.],Κεφ. ρμδ΄.,3.144,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0514.jp2/full/1200,/0/default.jpg",,,,
3,la,1440,482,page_images/page-0514.png,,,,CXLIII,CLIII,De Anthyllide.,Cap. CXLIII. (CLIII.) [De Anthyllide.] Anthyl-,3.143,De Anthyllide,Cap. CXLIII. (CLIII.) [De Anthyllide.],,3.143,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0514.jp2/full/1200,/0/default.jpg",,,,
3,la,1441,482,page_images/page-0514.png,spr-lb-3-0514-16,,,CXLIV,CLIV,De Anthemide.,"Cap. CXLIV. (CLIV.) [De Anthemide.] Anthemis,",3.144,De Anthemide,Cap. CXLIV. (CLIV.) [De Anthemide.],,3.144,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0514.jp2/full/1200,/0/default.jpg",,,,
3,grc,526,484,page_images/page-0516.png,,145,spr-ch-3.147,ρμε,,,Κεφ. ρμε΄.,3.145,Περὶ Παρθενίου,Κεφ. ρμε΄. (ρνε΄.) [Περὶ Παρθενίου.],Κεφ. ρμε΄.,3.145,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0516.jp2/full/1200,/0/default.jpg",,,,
3,la,1442,484,page_images/page-0516.png,spr-lb-3-0516-14,,,CXLV,CLV,De Parthenio.,Cap. CXLV. (CLV.) [De Parthenio.] Parthenium:,3.145,De Parthenio,Cap. CXLV. (CLV.) [De Parthenio.],,3.145,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0516.jp2/full/1200,/0/default.jpg",,,,
3,grc,527,485,page_images/page-0517.png,,146,spr-ch-3.148,ρμϛ,,,Κεφ. ρμϛ΄.,3.146,Περὶ Βουφθάλμου,Κεφ. ρμϛ΄. (ρνϛ΄.) [Περὶ Βουφθάλμου.],Κεφ. ρμϛ΄.,3.146,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0517.jp2/full/1200,/0/default.jpg",,,,
3,la,1443,485,page_images/page-0517.png,,,,CXLVI,CLVI,De Buphthalmo.,Cap. CXLVI. (CLVI.) [De Buphthalmo.] Bu-,3.146,De Buphthalmo,Cap. CXLVI. (CLVI.) [De Buphthalmo.],,3.146,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0517.jp2/full/1200,/0/default.jpg",,,,
3,grc,528,486,page_images/page-0518.png,,147,spr-ch-3.149,ρμζ,,,Κεφ. ρμζ΄.,3.147,Περὶ Παιονίας,Κεφ. ρμζ΄. (ρνζ΄.) [Περὶ Παιονίας.],Κεφ. ρμζ΄.,3.147,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0518.jp2/full/1200,/0/default.jpg",,,,
3,la,1444,486,page_images/page-0518.png,,,,CXLVII,CLVII,De Paeonia.,Cap. CXLVII. (CLVII.) [De Paeonia.] Paeonia,3.147,De Paeonia,Cap. CXLVII. (CLVII.) [De Paeonia.],,3.147,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0518.jp2/full/1200,/0/default.jpg",,,,
3,grc,529,488,page_images/page-0520.png,spr-lb-3-0520-01,148,spr-ch-3.150,ρμη,,,Κεφ. ρμη΄.,3.148,Περὶ Λιθοσπέρμου,Κεφ. ρμη΄. (ρνη΄.) [Περὶ Λιθοσπέρμου.],Κεφ. ρμη΄.,3.148,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0520.jp2/full/1200,/0/default.jpg",,,,
3,grc,530,488,page_images/page-0520.png,,149,spr-ch-3.151,ρμθ,,,Κεφ. ρμθ΄.,3.149,Περὶ Φαλαρίδος,Κεφ. ρμθ΄. (ρνθ΄.) [Περὶ Φαλαρίδος.],Κεφ. ρμθ΄.,3.149,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0520.jp2/full/1200,/0/default.jpg",,,,
3,la,1445,488,page_images/page-0520.png,,,,CXLVIII,CLVIII,De Lithospermo.,Cap. CXLVIII. (CLVIII.) [De Lithospermo.] Li-,3.148,De Lithospermo,Cap. CXLVIII. (CLVIII.) [De Lithospermo.],,3.148,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0520.jp2/full/1200,/0/default.jpg",,,,
3,la,1446,488,page_images/page-0520.png,spr-lb-3-0520-14,,,CXLIX,CLIX,De Phalaride.,Cap. CXLIX. (CLIX.) [De Phalaride.] Phalaris,3.149,De Phalaride,Cap. CXLIX. (CLIX.) [De Phalaride.],,3.149,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0520.jp2/full/1200,/0/default.jpg",,,,
3,grc,531,489,page_images/page-0521.png,,150,spr-ch-3.152,ρν,,,Κεφ. ρν΄.,3.150,Περὶ Ἐρυθροδάνου,Κεφ. ρν΄. (ο΄.) [Περὶ Ἐρυθροδάνου.],Κεφ. ρν΄.,3.150,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0521.jp2/full/1200,/0/default.jpg",,,,
3,la,1447,489,page_images/page-0521.png,,,,CL,CLX,De Rubia.,"Cap. CL. (CLX.) [De Rubia.] Rubia, quae et",3.150,De Rubia,Cap. CL. (CLX.) [De Rubia.],,3.150,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0521.jp2/full/1200,/0/default.jpg",,,,
3,grc,532,490,page_images/page-0522.png,,151,spr-ch-3.153,ρνα,,,Κεφ. ρνα΄.,3.151,Περὶ Λογχίτιδος,Κεφ. ρνα΄. (οα΄.) [Περὶ Λογχίτιδος.],Κεφ. ρνα΄.,3.151,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0522.jp2/full/1200,/0/default.jpg",,,,
3,la,1448,490,page_images/page-0522.png,spr-lb-3-0522-15,,,CLI,CLXI,De Lonchitide.,Cap. CLI. (CLXI.) [De Lonchitide.] Lonchitis,3.151,De Lonchitide,Cap. CLI. (CLXI.) [De Lonchitide.],,3.151,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0522.jp2/full/1200,/0/default.jpg",,,,
3,grc,533,491,page_images/page-0523.png,,152,spr-ch-3.154,ρνβ,,,Κεφ. ρνβ΄.,3.152,Περὶ ἑτέρας Λογχίτιδος,Κεφ. ρνβ΄. (οβ΄.) [Περὶ ἑτέρας Λογχίτιδος.],Κεφ. ρνβ΄.,3.152,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0523.jp2/full/1200,/0/default.jpg",,,,
3,la,1449,491,page_images/page-0523.png,spr-lb-3-0523-11,,,CLII,CLXII,De Lonchitide altera.,Cap. CLII. (CLXII.) [De Lonchitide altera.] Lon-,3.152,De Lonchitide altera,Cap. CLII. (CLXII.) [De Lonchitide altera.],,3.152,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0523.jp2/full/1200,/0/default.jpg",,,,
3,grc,534,492,page_images/page-0524.png,,103,spr-ch-3.155,ργ,,,Κεφ. ργ΄.,3.103,Περὶ Ἀλθαίας,Κεφ. ργ΄. (ογ΄.) [Περὶ Ἀλθαίας.],Κεφ. ργ΄.,3.103,BACKWARD_JUMP;DUPLICATE_GENERATED_N;PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0524.jp2/full/1200,/0/default.jpg",,,,
3,la,1450,492,page_images/page-0524.png,,,,CLIII,CLXIII,De Althaea.,Cap. CLIII. (CLXIII.) [De Althaea.] Althaeam,3.153,De Althaea,Cap. CLIII. (CLXIII.) [De Althaea.],,,PAIR_MISSING_GRC;PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0524.jp2/full/1200,/0/default.jpg",,,,
3,grc,535,493,page_images/page-0525.png,,154,spr-ch-3.156,ρνδ,,,Κεφ. ρνδ΄.,3.154,Περὶ Ἀλκέας,Κεφ. ρνδ΄. (ρξδ΄.) [Περὶ Ἀλκέας.],Κεφ. ρνδ΄.,3.154,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0525.jp2/full/1200,/0/default.jpg",,,,
3,la,1451,493,page_images/page-0525.png,spr-lb-3-0525-12,,,CLIV,CLXIV,De Alcea.,Cap. CLIV. (CLXIV.) [De Alcea.] Alcea et ipsa,3.154,De Alcea,Cap. CLIV. (CLXIV.) [De Alcea.],,3.154,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0525.jp2/full/1200,/0/default.jpg",,,,
3,grc,536,494,page_images/page-0526.png,spr-lb-3-0526-01,155,spr-ch-3.157,ρνε,,,Κεφ. ρνε΄.,3.155,Περὶ Καννάβεως ἡμέρου,Κεφ. ρνε΄. (ρξε΄.) [Περὶ Καννάβεως ἡμέρου.],Κεφ. ρνε΄.,3.155,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0526.jp2/full/1200,/0/default.jpg",,,,
3,grc,537,494,page_images/page-0526.png,,158,spr-ch-3.158,ρνς,,,Κεφ. ρνς΄.,3.156,Περὶ Καννάβεως ἀγρίας,Κεφ. ρνς΄. (ρξς΄.) [Περὶ Καννάβεως ἀγρίας.],Κεφ. ρνς΄.,3.156,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0526.jp2/full/1200,/0/default.jpg",,,,
3,grc,538,494,page_images/page-0526.png,,157,spr-ch-3.159,ρνζ,,,Κεφ. ρνζ΄.,3.157,Περὶ Ἀναγύριδος,Κεφ. ρνζ΄. (ρξζ΄.) [Περὶ Ἀναγύριδος.],Κεφ. ρνζ΄.,3.157,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0526.jp2/full/1200,/0/default.jpg",,,,
3,la,1452,494,page_images/page-0526.png,,,,CLV,CLXV,De Cannabi sativa.,Cap. CLV. (CLXV.) [De Cannabi sativa.] Canna-,3.155,De Cannabi sativa,Cap. CLV. (CLXV.) [De Cannabi sativa.],,3.155,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0526.jp2/full/1200,/0/default.jpg",,,,
3,la,1453,494,page_images/page-0526.png,,,,CLVI,CLXVI,De Cannabi sylvestri.,Cap. CLVI. (CLXVI.) [De Cannabi sylvestri.] Can-,3.156,De Cannabi sylvestri,Cap. CLVI. (CLXVI.) [De Cannabi sylvestri.],,3.156,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0526.jp2/full/1200,/0/default.jpg",,,,
3,la,1454,494,page_images/page-0526.png,spr-lb-3-0526-17,,,CLVII,CLXVII,De Anagyri.,"Cap. CLVII. (CLXVII.) [De Anagyri.] Anagyris,",3.157,De Anagyri,Cap. CLVII. (CLXVII.) [De Anagyri.],,3.157,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0526.jp2/full/1200,/0/default.jpg",,,,
3,grc,539,495,page_images/page-0527.png,,158,spr-ch-3.160,ρνη,,,Κεφ. ρνη΄.,3.158,Περὶ Κηπαίας,Κεφ. ρνη΄. (ρξη΄.) [Περὶ Κηπαίας.],Κεφ. ρνη΄.,3.158,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0527.jp2/full/1200,/0/default.jpg",,,,
3,la,1455,495,page_images/page-0527.png,spr-lb-3-0527-14,,,CLVIII,CLXVIII,De Cepaea.,Cap. CLVIII. (CLXVIII.) [De Cepaea.] Cepaea,3.158,De Cepaea,Cap. CLVIII. (CLXVIII.) [De Cepaea.],,3.158,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0527.jp2/full/1200,/0/default.jpg",,,,
3,grc,540,496,page_images/page-0528.png,,159,spr-ch-3.161,ρνθ,,,Κεφ. ρνθ΄.,3.159,Περὶ Ἀλίσματος,Κεφ. ρνθ΄. (ρξθ΄.) [Περὶ Ἀλίσματος.],Κεφ. ρνθ΄.,3.159,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0528.jp2/full/1200,/0/default.jpg",,,,
3,grc,541,496,page_images/page-0528.png,,160,spr-ch-3.162,ρξ,,,Κεφ. ρξ΄.,3.160,Περὶ Ὀνοβρυχίδος,Κεφ. ρξ΄. (ρο΄.) [Περὶ Ὀνοβρυχίδος.],Κεφ. ρξ΄.,3.160,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0528.jp2/full/1200,/0/default.jpg",,,,
3,la,1456,496,page_images/page-0528.png,,,,CLIX,CLXIX,De Alismate.,"Cap. CLIX. (CLXIX.) [De Alismate.] Alisma, non-",3.159,De Alismate,Cap. CLIX. (CLXIX.) [De Alismate.],,3.159,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0528.jp2/full/1200,/0/default.jpg",,,,
3,la,1457,496,page_images/page-0528.png,spr-lb-3-0528-17,,,CLX,CLXX,De Onobrychide.,Cap. CLX. (CLXX.) [De Onobrychide.] Onobry-,3.160,De Onobrychide,Cap. CLX. (CLXX.) [De Onobrychide.],,3.160,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0528.jp2/full/1200,/0/default.jpg",,,,
3,grc,542,497,page_images/page-0529.png,,161,spr-ch-3.163,ρξα,,,Κεφ. ρξα΄.,3.161,Περὶ Ὑπερικοῦ,Κεφ. ρξα΄. (ροα΄.) [Περὶ Ὑπερικοῦ.],Κεφ. ρξα΄.,3.161,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0529.jp2/full/1200,/0/default.jpg",,,,
3,la,1458,497,page_images/page-0529.png,spr-lb-3-0529-08,,,CLXI,CLXXI,De Hyperico.,Cap. CLXI. (CLXXI.) [De Hyperico.] Hypericum,3.161,De Hyperico,Cap. CLXI. (CLXXI.) [De Hyperico.],,3.161,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0529.jp2/full/1200,/0/default.jpg",,,,
3,grc,543,498,page_images/page-0530.png,,162,spr-ch-3.164,ρξβ,,,Κεφ. ρξβ΄.,3.162,Περὶ Ἀσκύρου,Κεφ. ρξβ΄. (ροβ΄.) [Περὶ Ἀσκύρου.],Κεφ. ρξβ΄.,3.162,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0530.jp2/full/1200,/0/default.jpg",,,,
3,la,1459,498,page_images/page-0530.png,,,,CLXII,CLXXXII,De Ascyro.,"Cap. CLXII. (CLXXXII.) [De Ascyro.] Ascyron,",3.162,De Ascyro,Cap. CLXII. (CLXXXII.) [De Ascyro.],,3.162,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0530.jp2/full/1200,/0/default.jpg",,,,
3,grc,544,499,page_images/page-0531.png,spr-lb-3-0531-01,165,spr-ch-3.165,ρξγ,,,Κεφ. ρξγ΄.,3.163,Περὶ Ἀνδροσαίμου,Κεφ. ρξγ΄. (ρογ΄.) [Περὶ Ἀνδροσαίμου.],Κεφ. ρξγ΄.,3.163,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0531.jp2/full/1200,/0/default.jpg",,,,
3,grc,545,499,page_images/page-0531.png,,166,spr-ch-3.166,ρξδ,,,Κεφ. ρξδ΄.,3.164,Περὶ Κόρεως,Κεφ. ρξδ΄. (ροδ΄.) [Περὶ Κόρεως.],Κεφ. ρξδ΄.,3.164,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0531.jp2/full/1200,/0/default.jpg",,,,
3,la,1460,499,page_images/page-0531.png,,,,CLXIII,CLXXXIII,De Androsaemo.,Cap. CLXIII. (CLXXXIII.) [De Androsaemo.] An-,3.163,De Androsaemo,Cap. CLXIII. (CLXXXIII.) [De Androsaemo.],,3.163,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0531.jp2/full/1200,/0/default.jpg",,,,
3,la,1461,499,page_images/page-0531.png,spr-lb-3-0531-14,,,CLXIV,CLXXXIV,De Cori.,"Cap. CLXIV. (CLXXXIV.) [De Cori.] Coris, hy-",3.164,De Cori,Cap. CLXIV. (CLXXXIV.) [De Cori.],,3.164,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0531.jp2/full/1200,/0/default.jpg",,,,
3,grc,546,500,page_images/page-0532.png,,167,spr-ch-3.167,ρξε,,,Κεφ. ρξε΄.,3.165,Περὶ Χαμαιπίτυος,Κεφ. ρξε΄. (ροε΄.) [Περὶ Χαμαιπίτυος.],Κεφ. ρξε΄.,3.165,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0532.jp2/full/1200,/0/default.jpg",,,,
3,la,1462,500,page_images/page-0532.png,spr-lb-3-0532-09,,,CLXV,CLXXXV,De Chamaepity.,Cap. CLXV. (CLXXXV.) [De Chamaepity.] Cha-,3.165,De Chamaepity,Cap. CLXV. (CLXXXV.) [De Chamaepity.],,3.165,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0532.jp2/full/1200,/0/default.jpg",,,,
3,grc,547,501,page_images/page-0533.png,,168,spr-ch-3.168,ρξϛ,,,Κεφ. ρξϛ΄.,3.166,Περὶ ἑτέρας Χαμαιπίτυος,Κεφ. ρξϛ΄. (ροϛ΄.) [Περὶ ἑτέρας Χαμαιπίτυος.],Κεφ. ρξϛ΄.,3.166,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0533.jp2/full/1200,/0/default.jpg",,,,
3,la,1463,501,page_images/page-0533.png,spr-lb-3-0533-14,,,CLXVI,CLXXXVI,De altera Chamaepity.,Cap. CLXVI. (CLXXXVI.) [De altera Chamaepity.],3.166,De altera Chamaepity,Cap. CLXVI. (CLXXXVI.) [De altera Chamaepity.],,3.166,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0533.jp2/full/1200,/0/default.jpg",,,,
4,grc,586,534,page_images/page-0566.png,,39,spr-ch-4.39,λθ,,Περὶ Ἑλξίνης[39,Κεφ. λθ΄. [Περὶ Ἑλξίνης[39],4.39,Περὶ Ἑλξίνης,Κεφ. λθ΄. [Περὶ Ἑλξίνης.],Κεφ. λθ΄. [Περὶ Ἑλξίνης39.],4.39,LABEL_HAS_NOTE_LEAK;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0566.jp2/full/1200,/0/default.jpg",,,,
4,grc,602,545,page_images/page-0577.png,,55,spr-ch-4.55,νε,,Περὶ Χρυσοκόμης.,Κεφ. νε΄. [Περὶ Χρυσοκόμης.],4.55,Περὶ Χρυσοκόμης,Κεφ. νε΄. [Περὶ Χρυσοκόμης.],Κεφ. νε΄. [Περὶ Χρυσοκόμης.],,PAIR_MISSING_LA,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0577.jp2/full/1200,/0/default.jpg",,,,
4,grc,608,549,page_images/page-0581.png,,61,spr-ch-4.61,ξα,,Περὶ Περιστερεῶνος ὑπτίου[14,Κεφ. ξα΄. [Περὶ Περιστερεῶνος ὑπτίου[14],4.61,Περὶ Περιστερεῶνος ὑπτίου,Κεφ. ξα΄. [Περὶ Περιστερεῶνος ὑπτίου.],Κεφ. ξα΄. [Περὶ Περιστερεῶνος ὑπτίου14.],4.61,LABEL_HAS_NOTE_LEAK;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0581.jp2/full/1200,/0/default.jpg",,,,
4,grc,610,552,page_images/page-0584.png,,63,spr-ch-4.63,ξγ,,Περὶ Ὑακίνθου.,Κεφ. ξγ΄. [Περὶ Ὑακίνθου.],4.63,Περὶ Ὑακίνθου,Κεφ. ξγ΄. [Περὶ Ὑακίνθου.],Κεφ. ξγ΄. [Περὶ Ὑακίνθου.],4.63,DUPLICATE_GENERATED_N,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0584.jp2/full/1200,/0/default.jpg",,,,
