page,image_path,separator_bbox,line_index,line_bbox,line_text,emitted_as_body,suggested_previous_page,suggested_previous_note_xml_id,suggested_previous_n,previous_note_tail,candidate_strength,reason
515,ocr/beck2020_fresh/images/beck-0515.png,248 1355 1494 1359,24,197 1366 623 1400,Iris pseudacorus L. (A. p. 4),true,,,,,weak,below footnote rule without a printed note label
515,ocr/beck2020_fresh/images/beck-0515.png,248 1355 1494 1359,25,195 1405 615 1448,Sambucus nigra L. (A. p. 4),true,,,,,weak,below footnote rule without a printed note label
515,ocr/beck2020_fresh/images/beck-0515.png,248 1355 1494 1359,26,195 1453 615 1496,Sambucus nigra L. (A. p. 4),true,,,,,weak,below footnote rule without a printed note label
515,ocr/beck2020_fresh/images/beck-0515.png,248 1355 1494 1359,27,199 1501 852 1551,Bunium ferulaceum Sibth. and Sm.. (A. p. 4),true,,,,,weak,below footnote rule without a printed note label
516,ocr/beck2020_fresh/images/beck-0516.png,243 1352 1382 1357,25,254 1362 1254 1404,ἄμπελος oivopópoc Grapevine Vi 1,true,,,,,weak,below footnote rule without a printed note label
516,ocr/beck2020_fresh/images/beck-0516.png,243 1352 1382 1357,26,254 1411 1306 1447,"ἄμπελος Χειρώνιος Black bryony TV, 183",true,,,,,weak,below footnote rule without a printed note label
516,ocr/beck2020_fresh/images/beck-0516.png,243 1352 1382 1357,27,254 1459 1280 1494,"ἀμυγδάλῃ Almond 1, 123",true,,,,,weak,below footnote rule without a printed note label
516,ocr/beck2020_fresh/images/beck-0516.png,243 1352 1382 1357,28,254 1503 1308 1546,"ἀμυγδαλίτης Spurge IV, 164",true,,,,,weak,below footnote rule without a printed note label
517,ocr/beck2020_fresh/images/beck-0517.png,178 1353 1484 1359,22,193 1366 515 1400,Vitis vinifera L. (LSJ),true,,,,,weak,below footnote rule without a printed note label
517,ocr/beck2020_fresh/images/beck-0517.png,178 1353 1484 1359,23,184 1406 642 1448,ITamus communis L. (A. p. 14),true,,,,,weak,below footnote rule without a printed note label
517,ocr/beck2020_fresh/images/beck-0517.png,178 1353 1484 1359,24,180 1450 1056 1508,|Prunus amygdalus Stokes esp. var. sativa Asch. (A. p. 15),true,,,,,weak,below footnote rule without a printed note label
517,ocr/beck2020_fresh/images/beck-0517.png,178 1353 1484 1359,25,186 1502 606 1552,Euphorbia Sibthorpii Boiss.,true,,,,,weak,below footnote rule without a printed note label
518,ocr/beck2020_fresh/images/beck-0518.png,471 1357 1331 1361,26,254 1406 1291 1450,"ἀπαρίη mE |Cleavers 7 | TI, 90",true,,,,,weak,below footnote rule without a printed note label
518,ocr/beck2020_fresh/images/beck-0518.png,471 1357 1331 1361,27,247 1454 1294 1506,"ἄπιος ΝΙΝ m Pear —— 1, 116°",true,,,,,weak,below footnote rule without a printed note label
518,ocr/beck2020_fresh/images/beck-0518.png,471 1357 1331 1361,28,247 1501 1310 1553,"ἄπιος mu OB Tuberous spurge IV, 175",true,,,,,weak,below footnote rule without a printed note label
519,ocr/beck2020_fresh/images/beck-0519.png,300 1356 1475 1363,22,197 1369 721 1409,[Xanthium strumarium L. (A. p. 19),true,,,,,weak,below footnote rule without a printed note label
519,ocr/beck2020_fresh/images/beck-0519.png,300 1356 1475 1363,23,202 1417 631 1452,Galium aparine L. (A. p. 19),true,,,,,weak,below footnote rule without a printed note label
519,ocr/beck2020_fresh/images/beck-0519.png,300 1356 1475 1363,24,192 1452 539 1517,|Pyrus communis (LSJ),true,,,,,weak,below footnote rule without a printed note label
519,ocr/beck2020_fresh/images/beck-0519.png,300 1356 1475 1363,25,196 1497 656 1554,Euphorbia apios L. (A. Ρ. 20),true,,,,,weak,below footnote rule without a printed note label
520,ocr/beck2020_fresh/images/beck-0520.png,240 1358 1398 1360,25,242 1369 1234 1407,ἄσπληνον Yellow flag L2,true,,,,,weak,below footnote rule without a printed note label
520,ocr/beck2020_fresh/images/beck-0520.png,240 1358 1398 1360,26,242 1404 1297 1456,"ücmÀmvog. Miltwaste III, 134",true,,,,,weak,below footnote rule without a printed note label
520,ocr/beck2020_fresh/images/beck-0520.png,240 1358 1398 1360,27,242 1455 1248 1504,ἀσταφίς | Raisin V.3,true,,,,,weak,below footnote rule without a printed note label
520,ocr/beck2020_fresh/images/beck-0520.png,240 1358 1398 1360,28,243 1503 1299 1550,"ἀστὴρ Ἀττικός Blue daisy TV, 119",true,,,,,weak,below footnote rule without a printed note label
521,ocr/beck2020_fresh/images/beck-0521.png,190 1356 1477 1360,24,172 1402 785 1454,ICeterach officinarum Willd. (A. p. 29),true,,,,,weak,below footnote rule without a printed note label
521,ocr/beck2020_fresh/images/beck-0521.png,190 1356 1477 1360,25,176 1502 579 1553,Aster amellus L. (A. p. 29),true,,,,,weak,below footnote rule without a printed note label
522,ocr/beck2020_fresh/images/beck-0522.png,231 1358 1398 1363,25,242 1367 1252 1410,βλόχον] Bdellium L 67,true,,,,,weak,below footnote rule without a printed note label
522,ocr/beck2020_fresh/images/beck-0522.png,231 1358 1398 1363,26,241 1417 1251 1456,"Βοιωτιακὴ σμύρνα Boeotian myrrh I, 65",true,,,,,weak,below footnote rule without a printed note label
522,ocr/beck2020_fresh/images/beck-0522.png,231 1358 1398 1363,27,236 1466 1278 1505,"ἰβολβὸς ἄγριος. Meadow saffron IV, 83",true,,,,,weak,below footnote rule without a printed note label
522,ocr/beck2020_fresh/images/beck-0522.png,231 1358 1398 1363,28,242 1514 1283 1553,"βολβὸς ἐδώδιμος Purse tassels Ii, 170",true,,,,,weak,below footnote rule without a printed note label
523,ocr/beck2020_fresh/images/beck-0523.png,759 1355 1473 1360,24,174 1418 362 1456,Unidentified,true,,,,,weak,below footnote rule without a printed note label
523,ocr/beck2020_fresh/images/beck-0523.png,759 1355 1473 1360,25,178 1512 706 1546,|Muscari comosum Miller (A. p. 40),true,,,,,weak,below footnote rule without a printed note label
524,ocr/beck2020_fresh/images/beck-0524.png,301 1355 1397 1359,25,233 1362 1282 1408,Ivi yióvov Pepperwort IL 174,true,,,,,weak,below footnote rule without a printed note label
524,ocr/beck2020_fresh/images/beck-0524.png,301 1355 1397 1359,26,241 1411 1250 1452,"γίζιρ. Cassia I, 13",true,,,,,weak,below footnote rule without a printed note label
524,ocr/beck2020_fresh/images/beck-0524.png,301 1355 1397 1359,27,233 1447 1278 1502,"ἰγλαδίολος Gladwyn IV, 22",true,,,,,weak,below footnote rule without a printed note label
524,ocr/beck2020_fresh/images/beck-0524.png,301 1355 1397 1359,28,233 1495 1276 1548,"ἰγλαύκιον ᾿ Glaucion ΠῚ, 86",true,,,,,weak,below footnote rule without a printed note label
525,ocr/beck2020_fresh/images/beck-0525.png,230 1354 1398 1358,25,167 1451 495 1501,iris L. sp. (A. p. 278),true,,,,,weak,below footnote rule without a printed note label
525,ocr/beck2020_fresh/images/beck-0525.png,230 1354 1398 1358,26,166 1508 792 1549,|Glaucium corniculatum Curtis (A. p. 112),true,,,,,weak,below footnote rule without a printed note label
526,ocr/beck2020_fresh/images/beck-0526.png,491 1355 1402 1358,26,240 1414 1275 1453,"δι 10 Oak u I, 106",true,,,,,weak,below footnote rule without a printed note label
526,ocr/beck2020_fresh/images/beck-0526.png,491 1355 1402 1358,27,240 1448 1283 1501,"|Aepíc ——— Echion; IV, 27",true,,,,,weak,below footnote rule without a printed note label
526,ocr/beck2020_fresh/images/beck-0526.png,491 1355 1402 1358,28,243 1510 1257 1549,"ἔβενς Ebony. I, 98",true,,,,,weak,below footnote rule without a printed note label
527,ocr/beck2020_fresh/images/beck-0527.png,214 1354 1481 1358,24,187 1413 548 1447,Quercus L sp. (A. p. 91),true,,,,,weak,below footnote rule without a printed note label
527,ocr/beck2020_fresh/images/beck-0527.png,214 1354 1481 1358,25,187 1453 924 1495,"Echium plantagineum L., E. rubrum L. (A. p. 90)",true,,,,,weak,below footnote rule without a printed note label
527,ocr/beck2020_fresh/images/beck-0527.png,214 1354 1481 1358,26,183 1495 1094 1547,"|Diospyrus ebenum Koenig, D. melanoxylon Roxb. (A. p. 92)",true,,,,,weak,below footnote rule without a printed note label
528,ocr/beck2020_fresh/images/beck-0528.png,232 1354 1293 1359,26,243 1404 1279 1450,"ἐλαφόβοσκον - Sage IIT, 33",true,,,,,weak,below footnote rule without a printed note label
528,ocr/beck2020_fresh/images/beck-0528.png,232 1354 1293 1359,27,238 1462 1300 1502,"ἕλειος ἀκτῆ Deadwort _ TV, 173",true,,,,,weak,below footnote rule without a printed note label
528,ocr/beck2020_fresh/images/beck-0528.png,232 1354 1293 1359,28,244 1510 1279 1546,"ἐλελίσφακον Sage In, 33",true,,,,,weak,below footnote rule without a printed note label
529,ocr/beck2020_fresh/images/beck-0529.png,240 1354 1502 1360,5,204 1405 385 1448,Salvia .L sp,true,,,,,weak,below footnote rule without a printed note label
529,ocr/beck2020_fresh/images/beck-0529.png,240 1354 1502 1360,6,205 1453 509 1489,Sambucus ebukus L.,true,,,,,weak,below footnote rule without a printed note label
529,ocr/beck2020_fresh/images/beck-0529.png,240 1354 1502 1360,7,203 1501 554 1545,Salvia L. sp. (A. p. 93),true,,,,,weak,below footnote rule without a printed note label
530,ocr/beck2020_fresh/images/beck-0530.png,288 1355 1409 1360,25,246 1364 1287 1407,"[εὐφόρβιν — E Spurge ΤΠ, 82",true,,,,,weak,below footnote rule without a printed note label
530,ocr/beck2020_fresh/images/beck-0530.png,288 1355 1409 1360,26,247 1412 1290 1454,"ἔφεδρον Horsetail IV, 46",true,,,,,weak,below footnote rule without a printed note label
530,ocr/beck2020_fresh/images/beck-0530.png,288 1355 1409 1360,27,253 1464 1291 1503,"ἐφήμερον. 0 Ephemeron IV, 84",true,,,,,weak,below footnote rule without a printed note label
530,ocr/beck2020_fresh/images/beck-0530.png,288 1355 1409 1360,28,247 1511 1289 1552,"jeüucpov — — Meadowsaffron &- IV, 83",true,,,,,weak,below footnote rule without a printed note label
531,ocr/beck2020_fresh/images/beck-0531.png,189 1351 1452 1357,26,165 1399 698 1450,[Equisetum silvaticum L. (A. p. 124),true,,,,,weak,below footnote rule without a printed note label
531,ocr/beck2020_fresh/images/beck-0531.png,189 1351 1452 1357,27,168 1451 1084 1494,"Polygonatum multiflorum AIL, P. verticillatum All. (A. p. 95)",true,,,,,weak,below footnote rule without a printed note label
531,ocr/beck2020_fresh/images/beck-0531.png,189 1351 1452 1357,28,164 1498 523 1547,IColchicum L. (A. p. 95),true,,,,,weak,below footnote rule without a printed note label
532,ocr/beck2020_fresh/images/beck-0532.png,276 1353 1399 1358,25,245 1359 1296 1403,"ἠράνθεμον Camomile IH, 137",true,,,,,weak,below footnote rule without a printed note label
532,ocr/beck2020_fresh/images/beck-0532.png,276 1353 1399 1358,26,242 1411 1285 1449,"ἠρέμιον. Anemone poppy II, 176",true,,,,,weak,below footnote rule without a printed note label
532,ocr/beck2020_fresh/images/beck-0532.png,276 1353 1399 1358,27,243 1459 1285 1497,ἠρέμιον Scarlet windflower IL 176,true,,,,,weak,below footnote rule without a printed note label
532,ocr/beck2020_fresh/images/beck-0532.png,276 1353 1399 1358,28,241 1506 1281 1548,"ἠριγέρων Groundsel IV, 96",true,,,,,weak,below footnote rule without a printed note label
533,ocr/beck2020_fresh/images/beck-0533.png,213 1355 1473 1360,23,177 1406 667 1449,Anemone coronaria L. (A. p. 96),true,,,,,weak,below footnote rule without a printed note label
533,ocr/beck2020_fresh/images/beck-0533.png,213 1355 1473 1360,24,175 1453 514 1490,[Anemone coronaria L.,true,,,,,weak,below footnote rule without a printed note label
533,ocr/beck2020_fresh/images/beck-0533.png,213 1355 1473 1360,25,174 1501 618 1545,Senecio vulgaris L. (A. p. 96),true,,,,,weak,below footnote rule without a printed note label
534,ocr/beck2020_fresh/images/beck-0534.png,738 1358 1331 1362,25,246 1367 1398 1410,ἰός ἐὀὁΕ8ῚῈῸὋὃ Θθὁ685ργπΠἨτἪ᾽ἪἫὴ Oak mistletoe — 1IL89 1,true,,,,,weak,below footnote rule without a printed note label
534,ocr/beck2020_fresh/images/beck-0534.png,738 1358 1331 1362,26,242 1405 1398 1458,"ἴον Ν | [Violet IV,121 |",true,,,,,weak,below footnote rule without a printed note label
534,ocr/beck2020_fresh/images/beck-0534.png,738 1358 1331 1362,27,247 1455 1399 1506,ἱππολάπαθον Dock sorrel — RWS —— |,true,,,,,weak,below footnote rule without a printed note label
534,ocr/beck2020_fresh/images/beck-0534.png,738 1358 1331 1362,28,247 1497 1399 1558,"ἱππομανές ΝΗ ΝΞ — |Caper — mE uui IL, 173 ΝΕ",true,,,,,weak,below footnote rule without a printed note label
535,ocr/beck2020_fresh/images/beck-0535.png,187 1356 1472 1361,24,171 1407 596 1450,Viola odorata L. (A. p. 132),true,,,,,weak,below footnote rule without a printed note label
535,ocr/beck2020_fresh/images/beck-0535.png,187 1356 1472 1361,25,167 1451 643 1503,|Rumex aquaticus L. (A. p. 123),true,,,,,weak,below footnote rule without a printed note label
536,ocr/beck2020_fresh/images/beck-0536.png,243 1355 1384 1361,26,253 1413 1290 1458,"KO —. Alkanet IV, 23",true,,,,,weak,below footnote rule without a printed note label
536,ocr/beck2020_fresh/images/beck-0536.png,243 1355 1384 1361,27,254 1462 1292 1503,"κάμμαρον. |Leopard's bane IV, 76",true,,,,,weak,below footnote rule without a printed note label
536,ocr/beck2020_fresh/images/beck-0536.png,243 1355 1384 1361,28,250 1497 1290 1552,"καμψάνεμα Rosemary frankincense — II, 74",true,,,,,weak,below footnote rule without a printed note label
537,ocr/beck2020_fresh/images/beck-0537.png,188 1353 1474 1358,25,176 1364 658 1406,Potentilla reptans L. (A. p. 278),true,,,,,weak,below footnote rule without a printed note label
537,ocr/beck2020_fresh/images/beck-0537.png,188 1353 1474 1358,26,175 1404 637 1454,Anchusa tinctoria L. (A. pP. 46),true,,,,,weak,below footnote rule without a printed note label
537,ocr/beck2020_fresh/images/beck-0537.png,188 1353 1474 1358,27,173 1452 825 1502,I-Doronicum pardalianches Jacq. (A. p. 46),true,,,,,weak,below footnote rule without a printed note label
537,ocr/beck2020_fresh/images/beck-0537.png,188 1353 1474 1358,28,177 1508 749 1543,|-Cachris libanotis Koch sp. (A. p. 46),true,,,,,weak,below footnote rule without a printed note label
538,ocr/beck2020_fresh/images/beck-0538.png,267 1358 1356 1361,26,254 1418 1269 1451,"KEOTPOV Betony TV, 1",true,,,,,weak,below footnote rule without a printed note label
538,ocr/beck2020_fresh/images/beck-0538.png,267 1358 1356 1361,27,251 1461 1283 1508,"κηκίς Oak gall T, 107",true,,,,,weak,below footnote rule without a printed note label
538,ocr/beck2020_fresh/images/beck-0538.png,267 1358 1356 1361,28,255 1508 1309 1554,"κῆμος Cemos IV, 133",true,,,,,weak,below footnote rule without a printed note label
539,ocr/beck2020_fresh/images/beck-0539.png,165 1352 1469 1360,22,176 1367 568 1401,Ceratonia siliqua L. (LSJ),true,,,,,weak,below footnote rule without a printed note label
539,ocr/beck2020_fresh/images/beck-0539.png,165 1352 1469 1360,23,172 1402 744 1460,|Stachys officinalis L. (A. pp. 209-210),true,,,,,weak,below footnote rule without a printed note label
539,ocr/beck2020_fresh/images/beck-0539.png,165 1352 1469 1360,24,167 1497 1304 1556,"|-Evax pygmaea Pers. ,~F. asterifoli a Pers., (A. p. 55) ~Plantago cretica L.,",true,,,,,weak,below footnote rule without a printed note label
540,ocr/beck2020_fresh/images/beck-0540.png,590 1355 1404 1358,26,246 1398 1305 1451,"xvijotpov. m j| Spurge flax ᾿ IV, 172",true,,,,,weak,below footnote rule without a printed note label
540,ocr/beck2020_fresh/images/beck-0540.png,590 1355 1404 1358,27,247 1451 1285 1502,"κνίδη.] | | Stinging nettle] IV, 93",true,,,,,weak,below footnote rule without a printed note label
540,ocr/beck2020_fresh/images/beck-0540.png,590 1355 1404 1358,28,251 1494 1286 1552,"κόκκος βαφική MEN | [Kermes oak | IV, 48",true,,,,,weak,below footnote rule without a printed note label
541,ocr/beck2020_fresh/images/beck-0541.png,269 1352 1431 1358,8,192 1365 669 1399,ICarthamus lanatus L. (A. p. 69),true,,,,,weak,below footnote rule without a printed note label
541,ocr/beck2020_fresh/images/beck-0541.png,269 1352 1431 1358,9,187 1404 634 1453,IDaphne gnidium L. (A. p. 70),true,,,,,weak,below footnote rule without a printed note label
541,ocr/beck2020_fresh/images/beck-0541.png,269 1352 1431 1358,10,195 1452 490 1501,Urtica L. (A. p. 70),true,,,,,weak,below footnote rule without a printed note label
542,ocr/beck2020_fresh/images/beck-0542.png,290 1355 1322 1359,25,244 1362 1290 1406,"κρῆθμον Samphire II, 129",true,,,,,weak,below footnote rule without a printed note label
542,ocr/beck2020_fresh/images/beck-0542.png,290 1355 1322 1359,26,243 1404 1286 1453,"[Κρητικὸς δαῦκος ᾿ Cretan daucos TH, 72",true,,,,,weak,below footnote rule without a printed note label
542,ocr/beck2020_fresh/images/beck-0542.png,290 1355 1322 1359,27,239 1457 1394 1506,"ἰκριθή Barley II, 86]",true,,,,,weak,below footnote rule without a printed note label
542,ocr/beck2020_fresh/images/beck-0542.png,290 1355 1322 1359,28,239 1497 1399 1554,"ἰκρίμνον Celandine 1,180 ὁ",true,,,,,weak,below footnote rule without a printed note label
543,ocr/beck2020_fresh/images/beck-0543.png,237 1353 1475 1358,24,178 1404 619 1450,Athamanta cretensis L. (LSJ),true,,,,,weak,below footnote rule without a printed note label
543,ocr/beck2020_fresh/images/beck-0543.png,237 1353 1475 1358,25,176 1451 650 1495,[Hordeum L. sp. ᾿,true,,,,,weak,below footnote rule without a printed note label
543,ocr/beck2020_fresh/images/beck-0543.png,237 1353 1475 1358,26,175 1495 510 1552,|Chelidonium majus L.,true,,,,,weak,below footnote rule without a printed note label
544,ocr/beck2020_fresh/images/beck-0544.png,655 1360 1384 1362,26,248 1403 1242 1461,κυπὲρου ἕτερον _ ΝΕ Turmeric L5,true,,,,,weak,below footnote rule without a printed note label
544,ocr/beck2020_fresh/images/beck-0544.png,655 1360 1384 1362,27,248 1450 1242 1508,"κυπὲρου ἕτερον m Galingale, Another L5",true,,,,,weak,below footnote rule without a printed note label
544,ocr/beck2020_fresh/images/beck-0544.png,655 1360 1384 1362,28,248 1503 1261 1556,KÜnpwov — EE Henna unguent L55,true,,,,,weak,below footnote rule without a printed note label
545,ocr/beck2020_fresh/images/beck-0545.png,230 1356 1411 1362,24,171 1416 596 1451,Curcuma longa L. (A. p. 85),true,,,,,weak,below footnote rule without a printed note label
545,ocr/beck2020_fresh/images/beck-0545.png,230 1356 1411 1362,25,167 1455 597 1506,|Curcuma longa L. (A. p. 85),true,,,,,weak,below footnote rule without a printed note label
546,ocr/beck2020_fresh/images/beck-0546.png,317 1357 1410 1361,25,252 1363 1264 1410,"λίβανος Frankincense I, 68",true,,,,,weak,below footnote rule without a printed note label
546,ocr/beck2020_fresh/images/beck-0546.png,317 1357 1410 1361,26,250 1402 1290 1458,"Bavert!s 7 Rosemary frankincense — |III, 74",true,,,,,weak,below footnote rule without a printed note label
546,ocr/beck2020_fresh/images/beck-0546.png,317 1357 1410 1361,27,251 1450 1335 1508,Dapavor |Rosemary H75.,true,,,,,weak,below footnote rule without a printed note label
546,ocr/beck2020_fresh/images/beck-0546.png,317 1357 1410 1361,28,247 1498 1402 1557,"ἰλιβανωτὶς ἄκαρπος ᾿ I Rosemary frankin'se, fruite III, 74, 2.1.9",true,,,,,weak,below footnote rule without a printed note label
547,ocr/beck2020_fresh/images/beck-0547.png,192 1356 1100 1361,22,189 1368 480 1403,Boswellia sp. (LSJ),true,,,,,weak,below footnote rule without a printed note label
547,ocr/beck2020_fresh/images/beck-0547.png,192 1356 1100 1361,23,190 1457 1187 1509,Rosmarinus officinalis L. (A. p. 144) ΝΙΝ ΝΙΝ,true,,,,,weak,below footnote rule without a printed note label
548,ocr/beck2020_fresh/images/beck-0548.png,224 1353 1390 1357,25,234 1364 1286 1399,"λοωτὸς ἄγριος Wild fenugreek IV, 111",true,,,,,weak,below footnote rule without a printed note label
548,ocr/beck2020_fresh/images/beck-0548.png,224 1353 1390 1357,26,234 1412 1290 1447,"λωτός £v παραδείσοις Italian melilot IV, 110",true,,,,,weak,below footnote rule without a printed note label
548,ocr/beck2020_fresh/images/beck-0548.png,224 1353 1390 1357,27,234 1460 1289 1495,"λωτός ὁ ἐν Αἰγύπτῳ Egyptian lotus TV, 113",true,,,,,weak,below footnote rule without a printed note label
548,ocr/beck2020_fresh/images/beck-0548.png,224 1353 1390 1357,28,234 1508 1263 1542,"λωτὸς τὸ δένδρον Nettle tree I, 117",true,,,,,weak,below footnote rule without a printed note label
549,ocr/beck2020_fresh/images/beck-0549.png,194 1351 1459 1356,25,164 1402 724 1445,Melilotus Adans. sp. (A. pp. 147-148),true,,,,,weak,below footnote rule without a printed note label
549,ocr/beck2020_fresh/images/beck-0549.png,194 1351 1459 1356,26,157 1446 703 1502,INelumbo nucifera Gaert. (A. p. 148),true,,,,,weak,below footnote rule without a printed note label
549,ocr/beck2020_fresh/images/beck-0549.png,194 1351 1459 1356,27,157 1494 603 1551,|Celtis australis L. (A. p. 147),true,,,,,weak,below footnote rule without a printed note label
550,ocr/beck2020_fresh/images/beck-0550.png,380 1552 810 1556,30,258 1612 1302 1653,"μήκων ἀφρώδης -"" Frothy poppy IV, 66",true,,,,,weak,below footnote rule without a printed note label
550,ocr/beck2020_fresh/images/beck-0550.png,380 1552 810 1556,31,258 1652 1322 1704,"LT K@V ἀφρώδης Wartweed u IV, 167",true,,,,,weak,below footnote rule without a printed note label
550,ocr/beck2020_fresh/images/beck-0550.png,380 1552 810 1556,32,265 1701 1304 1751,"utjkov θυλακῖτις] Opium poppy ἽΝ, 64",true,,,,,weak,below footnote rule without a printed note label
551,ocr/beck2020_fresh/images/beck-0551.png,1004 1411 1492 1414,20,193 1457 754 1516,-Campanula lingulata L. (A. p. X157),true,,,,,weak,below footnote rule without a printed note label
551,ocr/beck2020_fresh/images/beck-0551.png,1004 1411 1492 1414,21,195 1519 719 1553,Papaver somniferum L.(A.p.156) ——,true,,,,,weak,below footnote rule without a printed note label
551,ocr/beck2020_fresh/images/beck-0551.png,1004 1411 1492 1414,22,193 1554 647 1612,Glaucium j flavum Crantz. m,true,,,,,weak,below footnote rule without a printed note label
552,ocr/beck2020_fresh/images/beck-0552.png,285 1356 1319 1361,25,244 1368 1401 1409,μυὸς ὠτίς |.. |Madwort _ |I 183 ΝΕ,true,,,,,weak,below footnote rule without a printed note label
552,ocr/beck2020_fresh/images/beck-0552.png,285 1356 1319 1361,26,244 1402 1402 1458,optic ΝΙΝ — 1587 —— |,true,,,,,weak,below footnote rule without a printed note label
552,ocr/beck2020_fresh/images/beck-0552.png,285 1356 1319 1361,27,244 1452 1342 1506,μυρίκη ἡ ἐν Αἰγύππιῳ — Oriental tamarisk 187 —,true,,,,,weak,below footnote rule without a printed note label
552,ocr/beck2020_fresh/images/beck-0552.png,285 1356 1319 1361,28,244 1504 1402 1554,"ἱμυριόφυλν SSSs«s| Water milfoil IV, 114 |",true,,,,,weak,below footnote rule without a printed note label
553,ocr/beck2020_fresh/images/beck-0553.png,177 1356 1486 1360,24,189 1406 721 1449,Tamarix tetrandra Pall. (A. p. 167),true,,,,,weak,below footnote rule without a printed note label
553,ocr/beck2020_fresh/images/beck-0553.png,177 1356 1486 1360,25,190 1462 571 1497,Tamarix articulata (LSJ),true,,,,,weak,below footnote rule without a printed note label
553,ocr/beck2020_fresh/images/beck-0553.png,177 1356 1486 1360,26,186 1503 755 1546,Myriophyllum spicatum L. (A. p. 167),true,,,,,weak,below footnote rule without a printed note label
554,ocr/beck2020_fresh/images/beck-0554.png,304 1354 1400 1358,25,244 1361 1299 1406,"νυμφαία White water lily ΠῚ, 132",true,,,,,weak,below footnote rule without a printed note label
554,ocr/beck2020_fresh/images/beck-0554.png,304 1354 1400 1358,26,244 1413 1299 1450,"vopoaio. ἄλλη White water lily, Another III, 132",true,,,,,weak,below footnote rule without a printed note label
554,ocr/beck2020_fresh/images/beck-0554.png,304 1354 1400 1358,27,241 1461 1300 1499,"ἱνυμφαὶα πτερίς Bracken IV, 185",true,,,,,weak,below footnote rule without a printed note label
554,ocr/beck2020_fresh/images/beck-0554.png,304 1354 1400 1358,28,247 1504 1302 1546,"ξάνθιον Broad-leaved burweed IV, 136",true,,,,,weak,below footnote rule without a printed note label
555,ocr/beck2020_fresh/images/beck-0555.png,183 1354 1443 1358,22,192 1365 642 1399,Nymphaea alba L. (A. p. 174),true,,,,,weak,below footnote rule without a printed note label
555,ocr/beck2020_fresh/images/beck-0555.png,183 1354 1443 1358,23,193 1413 659 1447,Nuphar luteum Sm. (A. p. 174),true,,,,,weak,below footnote rule without a printed note label
555,ocr/beck2020_fresh/images/beck-0555.png,183 1354 1443 1358,24,194 1461 620 1496,Pteris aquilina L.{A. p. 174),true,,,,,weak,below footnote rule without a printed note label
555,ocr/beck2020_fresh/images/beck-0555.png,183 1354 1443 1358,25,191 1501 734 1543,Xanthium strumarium L. (A. p. 278),true,,,,,weak,below footnote rule without a printed note label
556,ocr/beck2020_fresh/images/beck-0556.png,729 1361 1299 1363,26,239 1406 1326 1459,"[οἶνος διά πρασίου. Wine, Horehound V,48 —",true,,,,,weak,below footnote rule without a printed note label
556,ocr/beck2020_fresh/images/beck-0556.png,729 1361 1299 1363,27,250 1455 1308 1512,"oivoc διὰ Συριακῆς νάρδου] Wine, Syrian spikenard = [V,57__",true,,,,,weak,below footnote rule without a printed note label
556,ocr/beck2020_fresh/images/beck-0556.png,729 1361 1299 1363,28,246 1506 1272 1555,"οἶνος δικταμνίτης Wine, Dittany of Crete — |V, 47",true,,,,,weak,below footnote rule without a printed note label
558,ocr/beck2020_fresh/images/beck-0558.png,236 1360 1404 1365,27,248 1410 1275 1456,"οἶνος σελινίτης Wine, Celery ΠΟΥ͂, 64",true,,,,,weak,below footnote rule without a printed note label
558,ocr/beck2020_fresh/images/beck-0558.png,236 1360 1404 1365,28,248 1458 1272 1503,"οἶνος σκαμμωνίτης Wine,Scammony _|V, 73",true,,,,,weak,below footnote rule without a printed note label
558,ocr/beck2020_fresh/images/beck-0558.png,236 1360 1404 1365,29,248 1502 1274 1554,"οἶνος στοιχαδίτης Wine, French lavender V, 42",true,,,,,weak,below footnote rule without a printed note label
560,ocr/beck2020_fresh/images/beck-0560.png,307 1359 1413 1366,25,251 1370 1291 1411,"ὀνωνίς {Rest harrow ΠῚ, 18",true,,,,,weak,below footnote rule without a printed note label
560,ocr/beck2020_fresh/images/beck-0560.png,307 1359 1413 1366,26,252 1419 1308 1462,"ὄνωνις.. Stone bugloss ΠῚ, 131",true,,,,,weak,below footnote rule without a printed note label
560,ocr/beck2020_fresh/images/beck-0560.png,307 1359 1413 1366,27,252 1459 1300 1507,tmo ὁὃ΄π .. |Monk's rhubarb IL 114,true,,,,,weak,below footnote rule without a printed note label
560,ocr/beck2020_fresh/images/beck-0560.png,307 1359 1413 1366,28,247 1504 1282 1558,"ὀξάλμη EN m H Brine vinegar - V, 15",true,,,,,weak,below footnote rule without a printed note label
561,ocr/beck2020_fresh/images/beck-0561.png,394 1797 840 1798,21,179 1844 1471 1893,Rosa sempervirens L. (A. p. 18)) | oe,true,,,,,weak,below footnote rule without a printed note label
561,ocr/beck2020_fresh/images/beck-0561.png,394 1797 840 1798,22,174 1892 1472 1956,JRumex crispus L.(A.p.183) |,true,,,,,weak,below footnote rule without a printed note label
562,ocr/beck2020_fresh/images/beck-0562.png,310 1355 1214 1357,25,243 1365 1285 1403,"ὀφιόσκορδον Caper. It, 173",true,,,,,weak,below footnote rule without a printed note label
562,ocr/beck2020_fresh/images/beck-0562.png,310 1355 1214 1357,26,246 1411 1301 1453,"ὀφιοστάφυλον Bryony IV, 182",true,,,,,weak,below footnote rule without a printed note label
